Official Name Suburb,Official Name State
Eungai Rail,New South Wales
Fairfield Heights,New South Wales
Farley,New South Wales
Farrants Hill,New South Wales
Forbes,New South Wales
Fosterton,New South Wales
Galong,New South Wales
Gelston Park,New South Wales
Georges Creek,New South Wales
Gerroa,New South Wales
Girards Hill,New South Wales
Gladstone,New South Wales
Glen Allen,New South Wales
Glen Martin,New South Wales
Glenbawn,New South Wales
Gormans Hill,New South Wales
Gouldsville,New South Wales
Gowang,New South Wales
Griffith,New South Wales
Growee,New South Wales
Gunnedah,New South Wales
Gunning,New South Wales
Haywards Bay,New South Wales
Hazelbrook,New South Wales
Hebden,New South Wales
Hermitage Flat,New South Wales
Hillsdale,New South Wales
Hunterview,New South Wales
James Creek,New South Wales
Jinden,New South Wales
Kembla Heights,New South Wales
Kings Park,New South Wales
Knockrow,New South Wales
Koorawatha,New South Wales
Krawarree,New South Wales
Kundibakh,New South Wales
Kyalite,"New South Wales,Victoria"
Lake Hume Village,New South Wales
Lemon Tree,New South Wales
Lethbridge Park,New South Wales
Littleton,New South Wales
Lower Dyraaba,New South Wales
Maianbar,New South Wales
Mandalong,New South Wales
Marks Point,New South Wales
Marmong Point,New South Wales
Marrickville,New South Wales
Marshdale,New South Wales
Mayfield,New South Wales
Mayfield,New South Wales
McMahons Reef,New South Wales
Milvale,New South Wales
Mimosa,New South Wales
Minto,New South Wales
Mirrool,New South Wales
Mooral Creek,New South Wales
Mortdale,New South Wales
Mount Collins,New South Wales
Mount Frome,New South Wales
Mount Saint Thomas,New South Wales
Mount Tenandra,New South Wales
Mountain Creek,New South Wales
Mullaway,New South Wales
Mumblebone Plain,New South Wales
Mummel,New South Wales
Murrulebale,New South Wales
Nethercote,New South Wales
Nirimba Fields,New South Wales
Nombi,New South Wales
North Balgowlah,New South Wales
North Brother,New South Wales
North Yalgogrin,New South Wales
Nowley,New South Wales
Oakwood,New South Wales
Ocean Shores,New South Wales
Pagans Flat,New South Wales
Pages Creek,New South Wales
Paling Yards,New South Wales
Palmers Oaky,New South Wales
Patchs Beach,New South Wales
Paupong,New South Wales
Paxton,New South Wales
Peats Ridge,New South Wales
Pine Camp,New South Wales
Pine Clump,New South Wales
Pipeclay,New South Wales
Pokolbin,New South Wales
Possum Brush,New South Wales
Primbee,New South Wales
Queenscliff,New South Wales
Reidsdale,New South Wales
Rothbury,New South Wales
Rukenvale,New South Wales
Runnyford,New South Wales
Ryhope,New South Wales
Seaforth,New South Wales
Shoalhaven Heads,New South Wales
Somerton,New South Wales
South Ballina,New South Wales
Springfield,New South Wales
St George,New South Wales
Stony Creek,New South Wales
Tacoma South,New South Wales
Tanilba Bay,New South Wales
Tantawangalo,New South Wales
The Ponds,New South Wales
Tilba Tilba,New South Wales
Tiri,New South Wales
Tirrannaville,New South Wales
Towradgi,New South Wales
Tuncester,New South Wales
Ulong,New South Wales
Upper Horton,New South Wales
Upper Nile,New South Wales
Wallacetown,New South Wales
Wallsend,New South Wales
Wandandian,New South Wales
Wandella,New South Wales
Warregah Island,New South Wales
Weabonga,New South Wales
Whian Whian,New South Wales
Whitlow,New South Wales
Whittingham,New South Wales
Windowie,New South Wales
Windy,New South Wales
Wollangambe,New South Wales
Wonboyn,New South Wales
Wondabyne,New South Wales
Woy Woy Bay,New South Wales
Wuuluman,New South Wales
Yadboro,New South Wales
Yarravel,New South Wales
Aireys Inlet,Victoria
Airport West,Victoria
Ayrford,Victoria
Bamawm Extension,Victoria
Baromi,Victoria
Barwon Heads,Victoria
Benalla,Victoria
Birchip West,Victoria
Bittern,Victoria
Blackwarry,Victoria
Bolwarra,Victoria
Boort,Victoria
Braybrook,Victoria
Bright,Victoria
Bulla,Victoria
Cabbage Tree Creek,Victoria
Campbells Creek,Victoria
Canary Island,Victoria
Carapook,Victoria
Caroline Springs,Victoria
Carrum Downs,Victoria
Churchill,Victoria
Cockatoo,Victoria
Cora Lynn,Victoria
Cowleys Creek,Victoria
Derrinal,Victoria
East Wangaratta,Victoria
East Warburton,Victoria
Ferntree Gully,Victoria
Flinders,Victoria
Gannawarra,Victoria
Gerangamete,Victoria
Girgarre East,Victoria
Gorae,Victoria
Hampton,Victoria
Huon,Victoria
Huon Creek,Victoria
Hurstbridge,Victoria
Iraak,Victoria
Jarklin,Victoria
Kangaroo Flat,Victoria
Kardella,Victoria
Kiewa,Victoria
Laceby,Victoria
Lake Tyrrell,Victoria
Lake Wellington,Victoria
Lalbert,Victoria
Larpent,Victoria
Lavers Hill,Victoria
Limestone,Victoria
Linton,Victoria
Loy Yang,Victoria
Lyonville,Victoria
Macarthur,Victoria
Maffra West Upper,Victoria
Manangatang,Victoria
Merrinee,Victoria
Mininera,Victoria
Mittyack,Victoria
Molesworth,Victoria
Molyullah,Victoria
Mooroopna North West,Victoria
Moriac,Victoria
Mount Napier,Victoria
Myrrhee,Victoria
Nar Nar Goon North,Victoria
Nungurner,Victoria
Parkdale,Victoria
Peronne,Victoria
Plenty,Victoria
Portarlington,Victoria
Portsea,Victoria
Ravenswood South,Victoria
Rowsley,Victoria
Scotts Creek,Victoria
Seaview,Victoria
Sheans Creek,Victoria
Skenes Creek,Victoria
Strathdownie,Victoria
Sutherlands Creek,Victoria
Sutton,Victoria
Swanwater West,Victoria
Tangambalanga,Victoria
Tawonga South,Victoria
Thornhill Park,Victoria
Tongio,Victoria
Toorloo Arm,Victoria
Tottenham,Victoria
Tourello,Victoria
Tyrrell,Victoria
Vaughan,Victoria
Waldara,Victoria
Wallace,Victoria
Warne,Victoria
Warrayure,Victoria
Waterford Park,Victoria
Wildwood,Victoria
Wurdiboluc,Victoria
Yando,Victoria
Yellingbo,Victoria
Yulecart,Victoria
Adavale,Queensland
Allora,Queensland
Ashgrove,Queensland
Atkinsons Dam,Queensland
Back Plains,Queensland
Bahrs Scrub,Queensland
Benholme,Queensland
Bogie,Queensland
Booral,Queensland
Boyland,Queensland
Broken River,Queensland
Bullyard,Queensland
Bunya Creek,Queensland
Bunya Mountains,Queensland
Byfield,Queensland
Calliope,Queensland
Cameby,Queensland
Canoona,Queensland
Carnarvon Park,Queensland
Cedarton,Queensland
Charlestown,Queensland
Churchill,Queensland
Coes Creek,Queensland
Coolmunda,Queensland
Cooroo Lands,Queensland
Dalga,Queensland
Damascus,Queensland
Devereux Creek,Queensland
Dumgree,Queensland
Eaglefield,Queensland
Einasleigh,Queensland
Euleilah,Queensland
Flying Fish Point,Queensland
Forest Ridge,Queensland
Fraser Island,Queensland
Granite Vale,Queensland
Greenlake,Queensland
Griffin,Queensland
Gunnewin,Queensland
Gympie,Queensland
Hervey Range,Queensland
Hillcrest,Queensland
Hutton Creek,Queensland
Jackson,Queensland
Karawatha,Queensland
Keriri Island,Queensland
Kidaman Creek,Queensland
Killarney,Queensland
Lake Clarendon,Queensland
Landers Shoot,Queensland
Lefthand Branch,Queensland
Loch Lomond,Queensland
Lockhart River,Queensland
Masig Island,Queensland
McDowall,Queensland
McIlwraith,Queensland
Mentmore,Queensland
Middlebrook,Queensland
Moongan,Queensland
Moorooka,Queensland
Mount Archer,Queensland
Mount Delaney,Queensland
Mount Larcom,Queensland
Mount Low,Queensland
Mount Morgan,Queensland
Munbura,Queensland
Mundoolun,Queensland
Neusa Vale,Queensland
North Deep Creek,Queensland
Orange Creek,Queensland
Palmer,Queensland
Pampas,Queensland
Parrearra,Queensland
Petford,Queensland
Pilerwa,Queensland
Pink Lily,Queensland
Pony Hills,Queensland
Redland Bay,Queensland
Retro,Queensland
Richmond Hill,Queensland
Riverton,Queensland
Roma,Queensland
Rowes Bay,Queensland
Running Creek,Queensland
Samford Valley,Queensland
Sarina,Queensland
Shorncliffe,Queensland
Soldiers Hill,Queensland
Southbrook,Queensland
Spring Creek,Queensland
Springside,Queensland
Springwood,Queensland
Stalworth,Queensland
Taringa,Queensland
The Summit,Queensland
Thornlands,Queensland
Tirroan,Queensland
Tuckerang,Queensland
Upper Coomera,Queensland
Upper Daintree,Queensland
Urraween,Queensland
Wallaville,Queensland
Wanjuru,Queensland
Welsby,Queensland
West End,Queensland
West Ipswich,Queensland
Wharps,Queensland
Woocoo,Queensland
Wowan,Queensland
Wutul,Queensland
Baroota,South Australia
Bethel,South Australia
Blakeview,South Australia
Bright,South Australia
Bute,South Australia
Caliph,South Australia
Chain Of Ponds,South Australia
Coombe,South Australia
Darke Peak,South Australia
Dry Creek,South Australia
Edithburgh,South Australia
Edwardstown,South Australia
Encounter Bay,South Australia
Fitzroy,South Australia
Glen Osmond,South Australia
Highbury,South Australia
Ingle Farm,South Australia
Inglewood,South Australia
Innamincka,South Australia
Kalamurina,South Australia
Karcultaby,South Australia
Keilira,South Australia
Kelly,South Australia
Kilkenny,South Australia
Little Douglas,South Australia
Long Plains,South Australia
Mannum,South Australia
Marananga,South Australia
Marree,South Australia
Maslin Beach,South Australia
Matta Flat,South Australia
Moerlong,South Australia
Mortana,South Australia
Mount Barker Springs,South Australia
Mount Osmond,South Australia
Murlong,South Australia
Northgate,South Australia
Para Vista,South Australia
Paruna,South Australia
Port Bonython,South Australia
Punyelroo,South Australia
Rockleigh,South Australia
Saints,South Australia
Sandilands,South Australia
Tothill Creek,South Australia
Wallaroo Mines,South Australia
Warramboo,South Australia
Welland,South Australia
West Croydon,South Australia
Woodchester,South Australia
Wudinna,South Australia
Wyomi,South Australia
Avon Valley National Park,Western Australia
Ballaying,Western Australia
Banksia Grove,Western Australia
Barragup,Western Australia
Bernier Island,Western Australia
Boallia,Western Australia
Bobalong,Western Australia
Boyup Brook,Western Australia
Bringo,Western Australia
Byford,Western Australia
Churchlands,Western Australia
Claremont,Western Australia
Cocklebiddy,Western Australia
Condingup,Western Australia
Crossman,Western Australia
Devils Creek,Western Australia
East Bunbury,Western Australia
East Pingelly,Western Australia
Fairbridge,Western Australia
Grass Valley,Western Australia
Greenwood,Western Australia
Gwindinup,Western Australia
Haynes,Western Australia
Higginsville,Western Australia
Hillman,Western Australia
Houtman Abrolhos,Western Australia
Ikewa,Western Australia
Kingston,Western Australia
Kondinin,Western Australia
Kordabup,Western Australia
Kulja,Western Australia
Lagrange,Western Australia
Lake Hinds,Western Australia
Lol Gray,Western Australia
Madeley,Western Australia
Merriwa,Western Australia
Millstream,Western Australia
Morbinning,Western Australia
Muja,Western Australia
Mundrabilla,Western Australia
Nanson,Western Australia
Neergabby,Western Australia
Newcarlbeon,Western Australia
North Dandalup,Western Australia
North Kukerin,Western Australia
North Trayning,Western Australia
Ocean Beach,Western Australia
Redcliffe,Western Australia
Rothsay,Western Australia
Shelley,Western Australia
Sir Samuel,Western Australia
South Bodallin,Western Australia
South Yilgarn,Western Australia
Southern River,Western Australia
St Ronans,Western Australia
Victoria Rock,Western Australia
Wagin,Western Australia
Wandering,Western Australia
Wardering,Western Australia
Warmun,Western Australia
Wellard,Western Australia
Whittaker,Western Australia
Williamstown,Western Australia
Wongamine,Western Australia
Woodanilling,Western Australia
Alonnah,Tasmania
Arthurs Lake,Tasmania
Boat Harbour Beach,Tasmania
Bungaree,Tasmania
Chain Of Lagoons,Tasmania
Chudleigh,Tasmania
Cowrie Point,Tasmania
Eggs And Bacon Bay,Tasmania
Fern Tree,Tasmania
Friendly Beaches,Tasmania
Garden Island Creek,Tasmania
Lawitta,Tasmania
Lonnavale,Tasmania
Lune River,Tasmania
Midway Point,Tasmania
Mount William,Tasmania
Northdown,Tasmania
Ridgeway,Tasmania
Rocky Cape,Tasmania
Roger River,Tasmania
Shorewell Park,Tasmania
Taroona,Tasmania
Tunnack,Tasmania
Walls Of Jerusalem,Tasmania
Wattle Hill,Tasmania
Westerway,Tasmania
White Beach,Tasmania
Yambacoona,Tasmania
Youngtown,Tasmania
Araluen,Northern Territory
Archer,Northern Territory
Areyonga,Northern Territory
Bayview,Northern Territory
Beswick,Northern Territory
Blackmore,Northern Territory
Coonawarra,Northern Territory
Cox Peninsula,Northern Territory
Edith,Northern Territory
Flying Fox,Northern Territory
Hart,Northern Territory
Kintore,Northern Territory
Lajamanu,Northern Territory
Larrakeyah,Northern Territory
Livingstone,Northern Territory
Nakara,Northern Territory
Nyirripi,Northern Territory
Giralang,Australian Capital Territory
Nicholls,Australian Capital Territory
Reid,Australian Capital Territory
Taylor,Australian Capital Territory
Aberglasslyn,New South Wales
Abermain,New South Wales
Arkell,New South Wales
Bakers Creek,New South Wales
Balgowlah Heights,New South Wales
Banoon,New South Wales
Barangaroo,New South Wales
Beechwood,New South Wales
Belbora,New South Wales
Bellmount Forest,New South Wales
Bergalia,New South Wales
Bidgeemia,New South Wales
Big Ridge,New South Wales
Big Springs,New South Wales
Billywillinga,New South Wales
Black Mountain,New South Wales
Blackbutt,New South Wales
Boomerang Beach,New South Wales
Breakfast Point,New South Wales
Brewongle,New South Wales
Brooklyn,New South Wales
Broulee,New South Wales
Brownsville,New South Wales
Bullagreen,New South Wales
Burra Creek,New South Wales
Caerleon,New South Wales
Camden South,New South Wales
Caroona,New South Wales
Cecil Park,New South Wales
Chatham Valley,New South Wales
Chatswood West,New South Wales
Chisholm,New South Wales
Chullora,New South Wales
Clifton,New South Wales
Cobark,New South Wales
Collector,New South Wales
Combaning,New South Wales
Comobella,New South Wales
Coneac,New South Wales
Coomealla,New South Wales
Coomoo Coomoo,New South Wales
Coopers Shoot,New South Wales
Craigie,New South Wales
Crestwood,New South Wales
Cross Roads,New South Wales
Crowther Island,New South Wales
Curlewis,New South Wales
Doonbah,New South Wales
Double Bay,New South Wales
Doubtful Creek,New South Wales
Dunedoo,New South Wales
Duns Creek,New South Wales
Duranbah,New South Wales
East Killara,New South Wales
Eastgardens,New South Wales
Edrom,New South Wales
Enmore,New South Wales
Environa,New South Wales
Eunanoreenya,New South Wales
Foxground,New South Wales
Ghinni Ghi,New South Wales
Gillenbah,New South Wales
Glennies Creek,New South Wales
Glenning Valley,New South Wales
Good Hope,New South Wales
Goolgowi,New South Wales
Goonumbla,New South Wales
Green Pigeon,New South Wales
Gulgong,New South Wales
Harris Park,New South Wales
Harwood,New South Wales
Hinchinbrook,New South Wales
Ironmungy,New South Wales
Jacks Creek,New South Wales
Jolly Nose,New South Wales
Kars Springs,New South Wales
Kearns,New South Wales
Kellys Plains,New South Wales
Keybarbin,New South Wales
Killimicat,New South Wales
Kingfisher Shores,New South Wales
Kings Plains,New South Wales
Kingswood,New South Wales
Koonyum Range,New South Wales
Kooragang,New South Wales
Koraleigh,New South Wales
Kurmond,New South Wales
Langley Vale,New South Wales
Lewisham,New South Wales
Lidcombe,New South Wales
Lochiel,New South Wales
Loftville,New South Wales
Lower Lewis Ponds,New South Wales
Main Arm,New South Wales
Markwell,New South Wales
Mays Hill,New South Wales
McKellars Park,New South Wales
Mernot,New South Wales
Middle Brook,New South Wales
Milperra,New South Wales
Milroy,New South Wales
Milsons Point,New South Wales
Moppy,New South Wales
Mortlake,New South Wales
Mortons Creek,New South Wales
Mosman,New South Wales
Mount Thorley,New South Wales
Mount Warrigal,New South Wales
Munghorn,New South Wales
Murrami,New South Wales
Mutawintji,New South Wales
Myola,New South Wales
Nevertire,New South Wales
New Buildings,New South Wales
Newcastle East,New South Wales
Newee Creek,New South Wales
North Gosford,New South Wales
Nowra,New South Wales
Osterley,New South Wales
Packsaddle,New South Wales
Palmers Channel,New South Wales
Pappinbarra,New South Wales
Peakhurst Heights,New South Wales
Picketts Valley,New South Wales
Pomona,New South Wales
Possum Creek,New South Wales
Providence Portal,New South Wales
Pyree,New South Wales
Rathmines,New South Wales
Reids Flat,New South Wales
Repton,New South Wales
Richmond Lowlands,New South Wales
Ruby Creek,New South Wales
Rylstone,New South Wales
Sadleir,New South Wales
Seven Oaks,New South Wales
Shannons Flat,New South Wales
Singletons Mill,New South Wales
Snowy Plain,New South Wales
South Maitland,New South Wales
South Wolumla,New South Wales
Springdale Heights,New South Wales
Springside,New South Wales
St Clair,New South Wales
Swan Bay,New South Wales
Table Top,"New South Wales,Victoria"
The Angle,New South Wales
Tinonee,New South Wales
Tucabia,New South Wales
Tullibigeal,New South Wales
Turrawan,New South Wales
Tweed Heads,New South Wales
Undercliffe,New South Wales
Upper Copmanhurst,New South Wales
Upper Dartbrook,New South Wales
Upper Taylors Arm,New South Wales
